,Reviews,Polarity,Predicted Polarity
18076,no comments review is an image,0,0
18077,no comments review is an image,0,0
18078,no comments review is an image,0,0
18079,no comments review is an image,0,0
18080,no comments review is an image,0,0
18081,no comments review is an image,0,0
18082,no comments review is an image,0,0
18083,no comments review is an image,0,0
18084,no comments review is an image,0,0
18085,no comments review is an image,0,0
18086,no comments review is an image,0,0
18087,no comments review is an image,0,0
18088,no comments review is an image,0,0
18089,no comments review is an image,0,0
18090,no comments review is an image,0,0
18091,very fast delivery received in good condition and came with some samples,1,1
18092,st time order fast delivery within 2 days received a trial kit too,0,1
18093,repeated purchase from this seller,0,0
18094,as usual fast delivery and items are well packed,1,1
18095,also gotten a free gift too,1,1
18096,will def come back and purchase again,0,0
18097,delivery was fast 2 days,1,1
18098,came well packed and included free gift,1,1
18099,authentic good quality at a great pricing,1,1
18100,used to have active pimples as my skin was dehydrated but after using this product it calmed my skin,0,0
18101,will definitely repurchase,0,0
18102,thank you,0,0
18103,yet to try but the colour of the box is pretty,1,1
18104,bought during 11 1 will order again if there is sales,0,0
18105,thanks hope,1,1
18106,received in good condition and fast delivery,1,1
18107,delivery within a week,0,0
18108,fast considered that the purchase was made on 11 11 expiry date is in 2022 tested the product today and seems good thus far,1,1
18109,received in good condition,1,1
18110,thanks,0,0
18111,delivery was fast,1,1
18112,date of expiry is at 2022 worth the buy,1,1
18113,will purchase again,0,0
18114,fast delivery free gift item packaged in bubble wrap and placed in box,1,1
18115,good received in good condition,1,1
18116,seller bubble wrap the bottle to prevent it from damage,-1,-1
18117,yet to try,0,0
18118,first time using this product,0,0
18119,great buy during 11 11 sales,1,1
18120,item came as advertised,0,0
18121,no comments review is an image,0,0
18122,no comments review is an image,0,0
18123,no comments review is an image,0,0
18124,no comments review is an image,0,0
18125,no comments review is an image,0,0
18126,well packed nd received within 1 day,1,1
18127,just love innisfree products,1,1
18128,never disappoints,1,0
18129,very satisfied with my purchase with fast delivery,1,1
18130,most important the delivery person always msg me when he delivery my parcel to my unit,0,0
18131,thumb up,0,0
18132,fast delivery,1,1
18133,good product,1,1
18134,no comments review is an image,0,0
18135,super fast delivery,1,1
18136,received in good condition,1,1
18137,thank you seller,0,0
18138,super fast delivery seller even give a free jesu travel kit,1,1
18139,what a very kind gesture,0,0
18140,super fast delivery,1,1
18141,i ordered on trojan jan i received,0,0
18142,authentic,1,1
18143,received the order fast,1,1
18144,items were in tact with free sleeping pack trial given for free,1,1
18145,5 stars for innisfree,0,0
18146,received in 2 days after placed order and seller gave me a pcs travel bag as a gift,0,0
18147,very happy purchase and like the products too,1,1
18148,definitely will come back again if it improves my skin,1,1
18149,received in good condition with a lot of bubble wraps,1,1
18150,recommended by hope tv,1,1
18151,good buy as retail price is 25,1,1
18152,authentic product and cheaper than retail price,1,1
18153,received items in 3 days,0,0
18154,excellent packaging too,1,1
18155,items are bubble wrapped and put into a box to prevent damage,1,1
18156,very fast delivery as well,1,1
18157,no comments review is an image,0,0
18158,received in good conditions and delivery is fast,1,1
18159,not yet to try,0,0
18160,delivery was faster than expected and it came wrapped very nicely in bubble wrap,1,1
18161,package came in good conditions and nicely wrapped,1,1
18162,can not wait to try it,0,0
18163,no comments review is an image,0,0
18164,no comments review is an image,0,0
18165,no comments review is an image,0,0
18166,no comments review is an image,0,0
18167,no comments review is an image,0,0
18168,no comments review is an image,0,0
18169,no comments review is an image,0,0
18170,no comments review is an image,0,0
18171,no comments review is an image,0,0
18172,no comments review is an image,0,0
18173,no comments review is an image,0,0
18174,no comments review is an image,0,0
18175,no comments review is an image,0,0
18176,no comments review is an image,0,0
18177,no comments review is an image,0,0
18178,no comments review is an image,0,0
18179,no comments review is an image,0,0
18180,no comments review is an image,0,0
18181,no comments review is an image,0,0
18182,no comments review is an image,0,0
18183,no comments review is an image,0,0
18184,fast delivery,1,1
18185,good product,1,1
18186,delivery was very prompt as usual,1,1
18187,thanks seller for the travel kit gift for the purchase,0,0
18188,very nice and useful,1,1
18189,what more can i say i love innisfree s products prompt delivery too,1,1
18190,item came bubble wrapped,0,0
18191,received in good condition,1,1
18192,fast delivery and great value during the sale,1,1
18193,thank you,0,0
18194,no comments review is an image,0,0
18195,no comments review is an image,0,0
18196,no comments review is an image,0,0
18197,no comments review is an image,0,0
18198,no comments review is an image,0,0
18199,no comments review is an image,0,0
18200,no comments review is an image,0,0
18201,good fast delivery,1,1
18202,item received,0,0
18203,well packaged and cheap during the sale,1,1
18204,shopeehaul,0,0
18205,the lipbalm is of good quality,1,1
18206,quite moisturising but the color is very pigmented and stains the lips for quite a long time,0,0
18207,colour is a bit cooler in terms of warmth than i thought pretty standard tinted balm,1,1
18208,fast delivery,1,1
18209,bubble wrap,0,0
18210,expiry in 2021 cute color,1,1
18211,it feels a bit heavy once applied on lips,0,0
18212,delivery was fast and lip balm came in a nicely packed box,1,1
18213,great buy,1,1
18214,no comments review is an image,0,0
18215,no comments review is an image,0,0
18216,no comments review is an image,0,0
18217,no comments review is an image,0,0
18218,no comments review is an image,0,0
18219,no comments review is an image,0,0
18220,no comments review is an image,0,0
18221,no comments review is an image,0,0
18222,no comments review is an image,0,0
18223,no comments review is an image,0,0
18224,no comments review is an image,0,0
18225,no comments review is an image,0,0
18226,no comments review is an image,0,0
18227,no comments review is an image,0,0
18228,your review has been hidden due to inappropriate content,0,0
18229,note hope may remove the coins awarded for this review,1,1
18230,receive in good condition,1,1
18231,received the mask in good condition,1,1
18232,have not try yet hope it nice,1,1
18233,look forward to try it,0,0
18234,came in good condition and got a free bag and pouch too,1,1
18235,good deal,1,1
18236,within one week order received bought it during flash sales with 17 5 per package 5 pcs in box,0,0
18237,delivery took around 4 days bubble wrapped,0,0
18238,value for money during flash sale will repurchase,0,0
18239,came in a box and nicely packed have yet to try excited,1,1
18240,no comments review is an image,0,0
18241,no comments review is an image,0,0
18242,no comments review is an image,0,0
18243,no comments review is an image,0,0
18244,no comments review is an image,0,0
18245,items received in good condition,1,1
18246,ordered over the weekend and got the package within two working days,1,1
18247,expiring in 2022,0,0
18248,item came in a small box with the item being bubble wrapped,0,0
18249,very good service from them as they protect the item very well,1,1
18250,would surely buy from them again,0,0
18251,received in good condition,1,1
18252,super fast delivery,1,1
18253,ordered on 12 12 received on 12 13,0,0
18254,also received the sheet of mask my green travel bag for free,1,1
18255,definitely will buy more if works well on my skin,1,1
18256,bought this item on 12 12 sale,0,0
18257,it arrived 1 day after payment was verified,0,0
18258,such efficient service,1,1
18259,item is authentic cheaper than in stores with a good 2 years before it expires,1,1
18260,thank you,0,0
18261,loved the item,1,1
18262,expire 2022 nicely packaged in bubble wrap,1,1
18263,bought with other products and got a free sheet mask,1,1
18264,fast delivery from seller and ninjavan,1,1
18265,item well received with thanks,1,1
18266,bought during innisfree sale,0,0
18267,cheaper than in store and fast delivery,1,1
18268,received in good condition,1,1
18269,very fast delivery,1,1
18270,very well packaged,1,1
18271,hope it works well,1,1
18272,prompt and fast delivery,1,1
18273,will order again soon,0,0
18274,love the product,1,1
18275,good,1,1
18276,nice and fast deli,1,1
18277,no comments review is an image,0,0
18278,no comments review is an image,0,0
18279,no comments review is an image,0,0
18280,no comments review is an image,0,0
18281,no comments review is an image,0,0
18282,no comments review is an image,0,0
18283,no comments review is an image,0,0
18284,no comments review is an image,0,0
18285,no comments review is an image,0,0
18286,no comments review is an image,0,0
18287,no comments review is an image,0,0
18288,no comments review is an image,0,0
18289,no comments review is an image,0,0
18290,no comments review is an image,0,0
18291,no comments review is an image,0,0
18292,fast delivery,1,1
18293,good product,1,1
18294,everything is wrapped carefully,0,0
18295,thanks for the fast delivery,1,1
18296,received the item in good condition,1,1
18297,the delivery is fast too,1,1
18298,will order from them again,0,0
18299,received items within a week,0,0
18300,items received in good condition well packaged,1,1
18301,items received quickly and in order,0,0
18302,exp 2022 was given jesu travel kit too,0,0
18303,very happy with the purchase,1,1
18304,thank you,0,0
18305,fast delivery,1,1
18306,prompt delivery only hiccup was its still in to ship status even after delivery,1,1
18307,item came nicely packaged in bubble wrap,1,1
18308,excited to try it,1,1
18309,have yet to try,0,0
18310,hope it is good,1,1
18311,will order again if good there is good deal,1,1
18312,delivered in about one week yet to try so hopefully it is good,1,1
18313,first time trying the colour powder,0,0
18314,hopefully it is as good as the no sebum pact,1,1
18315,super fast delivery,1,1
18316,received product in good condition,1,1
18317,good seller packed things nicelyytt,1,1
18318,well received in bubble wrap and a box,1,1
18319,fast delivery,1,1
18320,thank you seller,0,0
18321,it was delivered in bubble wraps a box hence it was in very good condition very satisfied with my purchase,1,1
18322,items received earlier than expected date and nice packing with free eco bag,1,1
18323,good will buy again thanks so much seller,1,1
18324,no comments review is an image,0,0
18325,no comments review is an image,0,0
18326,no comments review is an image,0,0
18327,no comments review is an image,0,0
18328,no comments review is an image,0,0
18329,no comments review is an image,0,0
18330,no comments review is an image,0,0
18331,no comments review is an image,0,0
18332,no comments review is an image,0,0
18333,no comments review is an image,0,0
18334,no comments review is an image,0,0
18335,no comments review is an image,0,0
18336,no comments review is an image,0,0
18337,your review has been hidden due to inappropriate content,0,0
18338,note hope may remove the coins awarded for this review,1,1
18339,fast delivery and received the item in good condition bubble wrapped,1,1
18340,fast delivery,1,1
18341,good product,1,1
18342,item packed nice and well received,1,1
18343,fast delivery,1,1
18344,thanks for free gift,1,1
18345,fast delivery within 3 working days,1,1
18346,items came well packaged in a box and bubble wrapped,1,1
18347,good condition,1,1
18348,item came wrapped nicely in bubble wrap,1,1
18349,fast delivery received a free mask as gift,1,1
18350,received in good condition,1,1
18351,48 for all these are a good catch,1,1
18352,volcanic clay cleaner ordered separately,1,1
18353,all expiry date so v far thank you,0,0
18354,good buy at time sale,1,1
18355,authentic and long expiry,1,1
18356,has a seal on also,0,0
18357,free shipping good buy,1,1
18358,ordered on 11 11 sales and the delivery quite fast than expected,1,1
18359,item received in a box with big air fill plastic,0,0
18360,product cleanse well,1,1
18361,fast delivery,1,1
18362,good quality,1,1
18363,cheaper than buying from the store,1,1
18364,highly recommend,1,1
18365,expiry 2022 item in good condition,1,1
18366,delivery was quite fast,1,1
18367,thank you,0,0
18368,received the jesu volcanic pore cleansing foam,0,0
18369,i love the scent and how it leaves my skin feeling all squeaky clean,1,1
18370,good for days when your skin need a pick me up,1,1
18371,received both items really quickly and they were well packaged in bubble wrap and a box,0,0
18372,got them during a steal on innisfree day on hope,1,1
18373,no comments review is an image,0,0
18374,no comments review is an image,0,0
18375,no comments review is an image,0,0
18376,no comments review is an image,0,0
18377,no comments review is an image,0,0
18378,no comments review is an image,0,0
18379,no comments review is an image,0,0
18380,no comments review is an image,0,0
18381,no comments review is an image,0,0
18382,no comments review is an image,0,0
18383,no comments review is an image,0,0
18384,no comments review is an image,0,0
18385,no comments review is an image,0,0
18386,no comments review is an image,0,0
18387,no comments review is an image,0,0
18388,no comments review is an image,0,0
18389,no comments review is an image,0,0
18390,no comments review is an image,0,0
18391,no comments review is an image,0,0
18392,no comments review is an image,0,0
18393,no comments review is an image,0,0
18394,no comments review is an image,0,0
18395,no comments review is an image,0,0
18396,no comments review is an image,0,0
18397,no comments review is an image,0,0
18398,no comments review is an image,0,0
18399,no comments review is an image,0,0
18400,no comments review is an image,0,0
18401,no comments review is an image,0,0
18402,very fast delivery received in good condition and came with some samples,1,1
18403,no comments review is an image,0,0
18404,repeated purchase from this seller,0,0
18405,as usual fast delivery and items are well packed,1,1
18406,also gotten a free gift too,1,1
18407,will def come back and purchase again,0,0
18408,fast delivery and thanks for the free gift,1,1
18409,items received in good condition very fast delivery within 3 working days,1,1
18410,cheaper than physical shop will purchase again,1,1
18411,received in good condition,1,1
18412,super fast delivery,1,1
18413,ordered on 12 12 received on 12 13,0,0
18414,also received the sheet of mask my green travel bag for free,1,1
18415,definitely will buy more if works well on my skin,1,1
18416,fast delivered have not try yet exp date shown in bottom of the bottle 2022,0,0
18417,fast delivery ordered ltd and received the products the next day,1,1
18418,will purchase again,0,0
18419,the product came as it is stated in the photo and love it thank you,1,1
18420,fast delivery,1,1
18421,no comments review is an image,0,0
18422,no comments review is an image,0,0
18423,no comments review is an image,0,0
18424,no comments review is an image,0,0
18425,no comments review is an image,0,0
18426,no comments review is an image,0,0
18427,no comments review is an image,0,0
18428,no comments review is an image,0,0
18429,no comments review is an image,0,0
18430,no comments review is an image,0,0
18431,no comments review is an image,0,0
18432,no comments review is an image,0,0
18433,no comments review is an image,0,0
18434,no comments review is an image,0,0
18435,received in 2 days,0,0
18436,items are well packed,1,1
18437,thank you for the quick delivery,1,1
18438,i cant wait to try,0,0
18439,delivery on next day,0,0
18440,excellent service,1,1
18441,item well received,1,1
18442,well packed in box,1,1
18443,thanks for the prompt delivery,1,1
18444,fast delivery,1,1
18445,received in good condition delivery fast exp date 20220617,1,1
18446,delivery was fast received in good condition,1,1
18447,expiry date on 2022,0,0
18448,delivered bubbled wrapped in a box,0,0
18449,yet to try,0,0
18450,quick delivery,1,1
18451,fast delivery,1,1
18452,great buy during 11 11 sales,1,1
18453,item came as advertised,0,0
18454,no comments review is an image,0,0
18455,no comments review is an image,0,0
18456,no comments review is an image,0,0
18457,no comments review is an image,0,0
18458,items received within a few days,0,0
18459,super fast delivery,1,1
18460,thanks,0,0
18461,good item,1,1
18462,well received,1,1
18463,recurring purchase,0,0
18464,similar price to duty free shop,1,1
18465,very fast delivery received in good condition and came with some samples,1,1
18466,arrived very quickly and was given a free gift as well jesu travel kit,1,1
18467,very satisfied and would buy again,1,1
18468,fast delivery and good product,1,1
18469,items came bubblewrapped,0,0
18470,sunscreen expiry april 2022 free aloe vera mask,1,1
18471,have not used it but love innisfree as always delivery was prompt,1,1
18472,quality as good as the one in the actual shop,1,1
18473,items received in a good packaging including bubble wrap and they gave me the one that expire in 2022,0,0
18474,good,1,1
18475,bought during flash deal used the additional 2 discount coupon from seller as well as hope coins paid only 8,1,1
18476,very worth value for money super fast delivery too received it within 2 days,1,1
18477,fast delivery,1,1
18478,much cheaper during flash sales,1,1
18479,will buy it again next time,0,0
18480,nice,1,1
18481,came bubble wrapped with box,0,0
18482,have not started using the product so can not comment on product itself,0,0
18483,ordered on 10 oct n received it the next day,0,0
18484,prompt delivery,1,1
18485,yet to try the product hopefully is gd,1,1
18486,received it like the next day after placing order,1,0
18487,hopefully this is a 100 authentic products so that we can use safely items was wrapped with care,1,1
18488,trusted product and fast delivery too ordered yesterday and delivered today,1,1
18489,bought x,0,0
18490,tinted but natural when applied,0,0
18491,very fast next day delivery for 10 10 order,1,1
18492,came with biya cica mask free gift which i tried and was very good,1,1
18493,going to get that now,0,0
18494,good n fast,1,1
18495,good product,1,1
18496,water proof and does not block pores,0,0
18497,fast delivery,1,1
18498,received in good condition,1,1
18499,no comments review is an image,0,0
18500,no comments review is an image,0,0
18501,no comments review is an image,0,0
18502,no comments review is an image,0,0
18503,no comments review is an image,0,0
18504,no comments review is an image,0,0
18505,no comments review is an image,0,0
18506,no comments review is an image,0,0
18507,no comments review is an image,0,0
18508,no comments review is an image,0,0
18509,no comments review is an image,0,0
18510,no comments review is an image,0,0
18511,no comments review is an image,0,0
18512,fast delivery,1,1
18513,good product,1,1
18514,everything is wrapped carefully,0,0
18515,cant wait to try,0,0
18516,hopefully it helps me with my fine lines,1,1
18517,perfect,1,1
18518,long expiry date 2022 order came within 2 days,0,0
18519,thanks so much for the free gifts,1,1
18520,fast delivery and well packed,1,1
18521,new formula,0,0
18522,hope it works the same,1,1
18523,item received in good condition,1,1
18524,good,1,1
18525,fast delivery,1,1
18526,recommended,1,1
18527,well package in a plastic wrap,1,1
18528,st time trying on the eye cream have heard some good reviews on this eye cream so giving it a try hope it work,1,1
18529,fast delivery,1,1
18530,one day,0,0
18531,packaging is secure layers of bubble wrap,1,0
18532,great smell,0,0
18533,feels really good when i apply it under my eye,1,1
18534,a little goes a long way too,0,0
18535,for the size you receive at that price its a good buy,1,1
18536,roved in gd condition,0,0
18537,hope its suitable for my skin,1,1
18538,received in good condition,1,1
18539,fast shipping,1,1
18540,good,1,1
18541,no comments review is an image,0,0
18542,no comments review is an image,0,0
18543,no comments review is an image,0,0
18544,no comments review is an image,0,0
18545,no comments review is an image,0,0
18546,no comments review is an image,0,0
18547,no comments review is an image,0,0
18548,no comments review is an image,0,0
18549,no comments review is an image,0,0
18550,no comments review is an image,0,0
18551,no comments review is an image,0,0
18552,the product is fast delivered and good packaging,1,1
18553,would buy again next time,0,0
18554,got this during the 11 11 sale,0,0
18555,totally worth it,1,1
18556,feels light and refreshing,1,1
18557,smells good too,0,0
18558,return buyer super great brand prompt delivery thank you,1,1
18559,shipping took about a week to come but i understand cause it is 11 11 sales and everyone is buying things,0,0
18560,received on th working day,1,0
18561,cheaper than retail using 11 11 deals,1,1
18562,expiry date in photo,0,0
18563,fast,1,1
18564,thank you for the fast delivery,1,1
18565,can not wait to this out item was delivered in a nice packaged,1,1
18566,no boxes was dented,-1,-1
18567,delivery was done promptly and there were no damages,1,1
18568,expires in 2022,0,0
18569,no comments review is an image,0,0
18570,no comments review is an image,0,0
18571,no comments review is an image,0,0
18572,no comments review is an image,0,0
18573,no comments review is an image,0,0
18574,no comments review is an image,0,0
18575,no comments review is an image,0,0
18576,no comments review is an image,0,0
18577,no comments review is an image,0,0
18578,no comments review is an image,0,0
18579,no comments review is an image,0,0
18580,no comments review is an image,0,0
18581,no comments review is an image,0,0
18582,no comments review is an image,0,0
18583,no comments review is an image,0,0
18584,the product is fast delivered and good packaging,1,1
18585,would buy again next time,0,0
18586,very fast delivery in good condition,1,1
18587,have promotion now cheaper than buy from outlets,1,1
18588,they do not bother with free gifts though i already have 2 set at home they push the issue to hope claiming because i used hope coins,1,1
18589,so is innisfree upholding to hope coins,1,1
18590,are they reimbursing back to hope,1,1
18591,hope coins is a promotion under hope and not innisfree beware,1,1
18592,extremely fast delivery,1,1
18593,ordered on 12 12 and received all items on 13 12,0,0
18594,nicely bubble wrap good price thank you,1,1
18595,came in 4 days very well packed and with a free mask,1,1
18596,item does not have any smell which is nice and while the effect of the product is pretty short lived it would probably help those with thinner hair,1,1
18597,products received in good condition,1,1
18598,a free mask is included,1,1
18599,thank you,0,0
18600,second buy,0,0
18601,prompt delivery,1,1
18602,will definitely buy again next time,0,0
18603,delivery was done promptly and there were no damages,1,1
18604,expires in 2022,0,0
18605,authentic fast delivery will definitely buy again from seller,1,1
18606,no comments review is an image,0,0
18607,no comments review is an image,0,0
18608,no comments review is an image,0,0
18609,no comments review is an image,0,0
18610,no comments review is an image,0,0
18611,no comments review is an image,0,0
18612,no comments review is an image,0,0
18613,no comments review is an image,0,0
18614,no comments review is an image,0,0
18615,no comments review is an image,0,0
18616,no comments review is an image,0,0
18617,no comments review is an image,0,0
18618,no comments review is an image,0,0
18619,no comments review is an image,0,0
18620,no comments review is an image,0,0
18621,no comments review is an image,0,0
18622,no comments review is an image,0,0
18623,no comments review is an image,0,0
18624,this is just ok,0,0
18625,skin feels clean after use as i can feel the scrubs,1,1
18626,not just a normal cleanser this helps to scrubs the dirty away,-1,0
18627,fast delivery in bubble wrap,1,1
18628,product is valid until jul 2022 new stock,0,0
18629,item came within 3 days of ordering,0,0
18630,no comments review is an image,0,0
18631,no comments review is an image,0,0
18632,no comments review is an image,0,0
18633,no comments review is an image,0,0
18634,no comments review is an image,0,0
18635,no comments review is an image,0,0
18636,no comments review is an image,0,0
18637,no comments review is an image,0,0
18638,no comments review is an image,0,0
18639,no comments review is an image,0,0
18640,no comments review is an image,0,0
18641,no comments review is an image,0,0
18642,no comments review is an image,0,0
18643,no comments review is an image,0,0
18644,your review has been hidden due to inappropriate content,0,0
18645,note hope may remove the coins awarded for this review,1,1
18646,very fast delivery,1,1
18647,but i would prefer the conditioner is pump out instead of press type,1,1
18648,and tube as hair was smooth after washing and drying when i used the first tube,1,1
18649,fast delivery too,1,1
18650,bought on monday and received by wednesday,0,0
18651,items came bubblewrapped,0,0
18652,sunscreen expiry aug 2022 free aloe vera mask,1,1
18653,return buyer super great brand prompt delivery thank you,1,1
18654,received in good condition,1,1
18655,no comments review is an image,0,0
18656,no comments review is an image,0,0
18657,no comments review is an image,0,0
18658,no comments review is an image,0,0
18659,no comments review is an image,0,0
18660,no comments review is an image,0,0
18661,no comments review is an image,0,0
18662,no comments review is an image,0,0
18663,no comments review is an image,0,0
18664,no comments review is an image,0,0
18665,no comments review is an image,0,0
18666,no comments review is an image,0,0
18667,no comments review is an image,0,0
18668,no comments review is an image,0,0
18669,no comments review is an image,0,0
18670,no comments review is an image,0,0
18671,no comments review is an image,0,0
18672,no comments review is an image,0,0
18673,no comments review is an image,0,0
18674,no comments review is an image,0,0
18675,no comments review is an image,0,0
18676,and time buying,0,0
18677,works very well on my dry hair,1,1
18678,i always use before sleeping at night,0,0
18679,makes my hair look relatively straight and easy to comb in the morning,1,1
18680,item came in bubble wrapped with free gifts,1,1
18681,can not wait to try the repairing hair sleeping pack,0,0
18682,delivery is a bit slow,-1,-1
18683,the hair treatment does not work quite well for me probably need a stronger type,1,1
18684,packaging was good and receive item very fast,1,1
18685,st time trying the hair essence and really love it,1,1
18686,fast delivery,1,1
18687,havent try out the product yet,0,0
18688,fast delivery and it smells good i tried it yesterday night and my hair was smooth in the morning,1,1
18689,it is been a week or two of using and this product is one of my favorite,1,0
18690,it smells super good and does not leave your hair oily tomorrow for the entire day,0,0
18691,good and legit product,1,1
18692,and fast delivery,1,1
18693,will definitely buy again,0,0
18694,no comments review is an image,0,0
18695,no comments review is an image,0,0
18696,no comments review is an image,0,0
18697,no comments review is an image,0,0
18698,no comments review is an image,0,0
18699,no comments review is an image,0,0
18700,no comments review is an image,0,0
18701,no comments review is an image,0,0
18702,no comments review is an image,0,0
18703,no comments review is an image,0,0
18704,no comments review is an image,0,0
18705,no comments review is an image,0,0
18706,no comments review is an image,0,0
18707,no comments review is an image,0,0
18708,no comments review is an image,0,0
18709,no comments review is an image,0,0
18710,fast delivery,1,1
18711,super fast delivery,1,1
18712,well nd neatly packed with bubble wrap,1,1
18713,love innisfree products,1,1
18714,well satisfied with this seller,1,1
18715,items received in good condition,1,1
18716,have yet to use it,0,0
18717,hopefully it will be good,1,1
18718,i think it is moisturising but i dont like the sharp edges of the balm stick,0,0
18719,no comments review is an image,0,0
18720,no comments review is an image,0,0
18721,no comments review is an image,0,0
18722,no comments review is an image,0,0
18723,no comments review is an image,0,0
18724,item received as described well packaged with bubble wrap,1,1
18725,was meant to purchase the eye cream instead of this,0,0
18726,the name of the items are quite long and similar which may be confusing when purchasing also the price for the eye cream was the same for this,0,0
18727,i have contacted the buyer but they are unwilling to exchange,-1,-1
18728,so i gave it to my sister,0,0
18729,yet to try,0,0
18730,very fast delivery and well packaged,1,1
18731,includes a free sample too,1,1
18732,fast delivery,1,1
18733,products are nicely wrapped with bubble wrapper,1,1
18734,it has long expiry date,0,0
18735,loved the smell of this cream,0,0
18736,my skin feels really hydrated especially after putting it on overnight,0,0
18737,expiry date cant be seen but not seller s fault,-1,-1
18738,received in good condition,1,1
18739,product was wrapped nicely and came very fast,1,1
18740,product came within 5 days after i placed my order,0,0
18741,with free bag,1,1
18742,pleasantly surprised that it came faster than i expected and came in a bubble wrap,1,1
18743,good value,1,1
18744,love the smell,0,0
18745,received in good condition,1,1
18746,received and thank you for the free travel bags,1,1
18747,fast delivery,1,1
18748,genuine and original products,1,1
18749,pack nicely too,1,1
18750,received in good condition and fast delivery,1,1
18751,satisfied with the purchase,1,1
18752,fast delivery,1,1
18753,item well protected,1,1
18754,fast delivery,1,1
18755,no comments review is an image,0,0
18756,no comments review is an image,0,0
18757,no comments review is an image,0,0
18758,no comments review is an image,0,0
18759,no comments review is an image,0,0
18760,no comments review is an image,0,0
18761,no comments review is an image,0,0
18762,no comments review is an image,0,0
18763,no comments review is an image,0,0
18764,no comments review is an image,0,0
18765,no comments review is an image,0,0
18766,no comments review is an image,0,0
18767,no comments review is an image,0,0
18768,no comments review is an image,0,0
18769,no comments review is an image,0,0
18770,no comments review is an image,0,0
18771,no comments review is an image,0,0
18772,items received in good condition,1,1
18773,ordered over the weekend and got the package within two working days,1,1
18774,expiring in 2022,0,0
18775,delivery arrived safely love the smell of this moisturising,1,1
18776,fast delivery and the smell was pretty good but was a bit shocked at such an early expiry date,0,0
18777,the scent is,0,0
18778,received product in a good condition and delivery was very fast,1,1
18779,no comments review is an image,0,0
18780,no comments review is an image,0,0
18781,no comments review is an image,0,0
18782,no comments review is an image,0,0
18783,no comments review is an image,0,0
18784,very nicely wrapped,1,1
18785,received order within days,0,0
18786,nice,1,1
18787,fast delivery,1,1
18788,it smells really good it is very relaxing,1,1
18789,works to a certain extent second time buying this no issues,1,1
18790,fast delivery and came well packed thanks,1,1
18791,delivery was fast,1,1
18792,both products are good,1,1
18793,my scalp less itchy and flaky,-1,-1
18794,my daughter likes them too,1,0
18795,feel refresh and soft,1,1
18796,have been using a wide range of innisfree products ever since i found it on hope,0,1
18797,came in 4 days very well packed and with a free mask,1,1
18798,the item itself does not really seem to be doing much for my hair it seems more like conditioner rather than hair treatment but i do have pretty damaged hair from bleaching and dying and general lack of care,0,0
18799,th or th purchase,0,0
18800,this product takes care of my scalp and prevent dandruff,0,0
18801,along with body shop scalp cleansing i have less itch and scalp feels clean,0,0
18802,price at innisfree store is 18,0,0
18803,worth it,1,1
18804,fast delivery n received in good condition nice treatment for hair loss,1,1
18805,very fast delivery from innisfree packing is super neat and nice,1,1
18806,the description states that it is a leave on treatment,0,0
18807,but it is actually a wash off hair mask,0,0
18808,no comments review is an image,0,0
18809,no comments review is an image,0,0
18810,no comments review is an image,0,0
18811,no comments review is an image,0,0
18812,no comments review is an image,0,0
18813,no comments review is an image,0,0
18814,no comments review is an image,0,0
18815,no comments review is an image,0,0
18816,no comments review is an image,0,0
18817,ordered two of these at one go,0,0
18818,my wife loves using this in the morning,1,1
18819,good to use on a morning when your skin is clean from outdoor dirty,1,1
18820,fast shipping and items as described,1,1
18821,can not wait to use it,0,0
18822,item delivered quickly,0,0
18823,expiry is in 2022 which is great,1,1
18824,got a free face mask,1,1
18825,really happy with purchase,1,1
18826,came in good condition,1,1
18827,bought it during the 9 9 sales,0,0
18828,no free gift expiry date is 2022 can not wait to use it,0,0
18829,authentic products delivery made the next day after payment is confirmed,1,1
18830,efficient service,1,1
18831,thank you so much will pop by in the future,0,0
18832,authentic product and cheaper than retail price,1,1
18833,received items in 3 days,0,0
18834,really happy with purchase,1,1
18835,have yet to try the products but delivery was fast,1,1
18836,items received in just 2 days,0,0
18837,all items were bubble wrapped too thank you,0,0
18838,fast delivery and seller is responsive,1,1
18839,looks authentic,1,1
18840,good buy especially during sales,1,1
18841,fast delivery,1,1
18842,well protected,1,1
18843,no comments review is an image,0,0
18844,no comments review is an image,0,0
18845,no comments review is an image,0,0
18846,no comments review is an image,0,0
18847,no comments review is an image,0,0
18848,no comments review is an image,0,0
18849,no comments review is an image,0,0
18850,no comments review is an image,0,0
18851,no comments review is an image,0,0
18852,no comments review is an image,0,0
18853,no comments review is an image,0,0
18854,no comments review is an image,0,0
18855,no comments review is an image,0,0
18856,no comments review is an image,0,0
18857,fast delivery,1,1
18858,good product,1,1
18859,everything is wrapped carefully,0,0
18860,not bad,1,1
18861,quite impressed with how easy it was to peel off the mask once it dried up,1,1
18862,love it,1,1
18863,delivery was really fast,1,1
18864,i like the way the bottles were packed,1,1
18865,i even got a free travel pouch with samples,1,1
18866,no comments review is an image,0,0
18867,got these goodies so soon,0,0
18868,just love innisfree products,1,1
18869,got the products on great deal nd authentic too,1,1
18870,eagerly waiting for using them,1,0
18871,received the products with well packed,1,1
18872,tried it after receiving it today,0,0
18873,face feelings clean,1,1
18874,fast delivery from seller and ninjavan,1,1
18875,item well received with thanks,1,1
18876,perfect,1,1
18877,thank you very much,0,0
